x1,x2,label
2.9667468310065654,-2.527920511070151,1
-0.7079415544971139,-1.879493016744832,0
1.9628880768365988,1.6340451165125094,0
2.0235316571399373,1.5487417955933394,1
2.854854060941742,1.438914285942987,1
-2.5366498268401902,0.45745550903046306,0
-1.0952615419568466,0.14921461044071638,0
2.51733244138836,1.0737179655837918,1
1.0552173899005757,-0.003007969755484119,0
-1.2850503866062977,-2.3455899873788986,0
-0.6627418510405843,1.7258941044735892,1
-1.6186826436952861,2.963042373927731,1
-1.9982330960293702,2.5111060105103684,1
-2.0793814261261057,-0.13077637962709332,0
2.844550204948968,0.271520582868471,1
-0.4566249041789634,1.1858377313367647,0
-2.621136632440871,-1.6162541827533172,0
-0.05048109328172057,-1.3328522883409009,0
-1.2699397570114164,-1.6142911597436165,0
-1.73030201524105,-1.9137975282922073,0
-1.7554057145432984,0.34892198416516873,0
0.4741231745247463,-0.37409407508930226,0
0.5451015705899565,-0.6205864448982772,0
2.3283869459817037,-1.209914470260382,1
-2.341002266180889,-2.828731391490215,0
-0.022187166863193664,-2.892761774839393,0
-1.2592064189187804,0.8438786300155012,0
-0.08489128772429133,1.021734726917681,1
2.6911168767606473,0.780360082012725,1
2.5590541205056176,-2.6198015307535023,1
1.5606044121034754,-1.0524601809119412,1
1.692155959823081,0.15957801263288074,1
-1.3325523154858878,-0.5927916667562858,0
0.10572919381083867,-0.9686726175327549,0
1.8274889170844801,2.825022450113244,1
1.5960629387726506,-0.6752083418077053,1
0.4419709513201471,1.874398017595186,1
2.108518809023151,-0.12849397579875355,1
2.1121539682437795,1.9990195945599307,1
-0.7732897864710973,-1.6563042968105162,0
-0.25738335286732594,-2.679399318746289,0
-1.1929054907433705,-0.6399296083681056,0
1.8631722885347735,1.8497238490272974,1
-0.037307618686616806,0.33849971918306476,0
0.3778729226915716,-0.1315528859115509,0
-0.10903651835085926,2.531075704452439,1
-1.4770724083232065,-0.19142626184211187,0
2.9011647626122796,1.961057886120222,1
0.30455930736854686,-2.4195234886626933,0
2.8185425048666524,1.5587727444680777,1
-1.6472756651580036,-1.9644090062329735,0
2.4011736635259524,-0.7615857399938615,1
-1.063183300317075,1.9577535147981342,1
-1.0225977948999727,-0.8051883422614674,0
1.278863038406893,-2.7197285988023245,1
1.5205609979880368,-1.4456508007170197,1
2.8126788095543453,1.323808758133076,1
2.7317896765329417,0.007050960209080692,1
2.5864463421848267,-0.610723703543492,1
0.8245174973557634,2.7039716413649657,1
-0.6000685478068579,0.9638362816883026,0
-2.158389060364084,-1.1164035658180618,0
